bert_bfd,bert,tfxl_bfd,tfxl_uni,xlnet,label
0.82206494,0.6235265,0.08121559,0.056167703,0.64779377,0
0.7508102,0.4176212,0.91834956,0.9035985,0.8436463,1
0.70593566,0.7167019,0.8363116,0.85989654,0.5578696,1
0.39764303,0.49284676,0.17855017,0.12713777,0.8921657,0
0.087495215,0.02838545,0.028187254,0.05323891,0.059951052,0
0.055641457,0.06505439,0.21831545,0.08468616,0.076354265,0
0.8866404,0.8922166,0.9941987,0.95992744,0.94480383,1
0.0076828403,0.048362847,0.0021341222,0.004841475,0.024971183,0
0.9989255,0.9998132,0.99999917,0.9999609,0.99993193,1
0.95288634,0.8939792,0.9524765,0.9917367,0.85659015,1
0.2651098,0.2559472,0.09584187,0.1509049,0.067330755,0
0.064896174,0.09227547,0.05929804,0.02622183,0.16583195,0
0.00021129545,0.0004935944,0.0018969165,0.0053692823,0.00019769519,0
0.98241043,0.7379419,0.9888425,0.9904143,0.78748274,1
0.99951375,0.99999046,1.0,0.9999844,1.0,1
0.8681528,0.4214133,0.93270576,0.9728607,0.8819309,1
0.6038022,0.51936525,0.36322144,0.47627616,0.6229315,1
0.3935339,0.65574753,0.30184835,0.19000448,0.2827556,0
0.9186994,0.8821724,0.9619423,0.91673625,0.81458145,1
0.9070813,0.8501745,0.95473063,0.9898204,0.80773234,1
0.8203517,0.73624694,0.89388037,0.9111951,0.6217024,1
0.17369193,0.48861656,0.006494894,0.0032077667,0.04190421,0
0.59792936,0.7214106,0.75179607,0.7534637,0.8357298,1
0.10639733,0.023914328,0.019674335,0.0029782988,0.11016774,0
0.9915882,0.9997453,0.9990827,0.9995579,0.99826765,1
0.92863685,0.97387004,0.99007213,0.99128157,0.6720063,1
0.9752914,0.881167,0.9208002,0.95801026,0.9281812,1
0.95092547,0.94431263,0.9460457,0.9508473,0.90875596,1
0.7721426,0.68290395,0.8914448,0.89538485,0.8719303,1
0.9366557,0.8724111,0.92489624,0.9744285,0.8992083,1
0.978045,0.9619303,0.9446921,0.96784246,0.849539,1
0.8920886,0.8704901,0.9634256,0.97415245,0.9280488,1
0.11284049,0.28810242,0.007828086,0.020088373,0.18623425,0
0.027262159,0.03506014,0.012535827,0.01446742,0.033409614,0
0.104291745,0.10931118,0.01681342,0.06324722,0.024654029,0
0.92885566,0.9790657,0.9970907,0.9954907,0.55897593,1
0.9744067,0.9479619,0.9707667,0.97305363,0.877785,1
0.001543398,0.02642688,0.00034742392,0.0026950608,0.003639727,0
0.0006062647,0.034958463,3.2314012e-05,0.00054354995,0.00022518518,0
0.841896,0.9813679,0.9979121,0.99862397,0.98491454,1
0.42850414,0.14384332,0.8972746,0.8487892,0.7293283,1
0.40581667,0.14013934,0.08778182,0.09376865,0.24417412,0
0.9566698,0.8044345,0.98125875,0.98546296,0.96531206,1
7.769976e-05,1.9843424e-07,1.4731721e-07,0.0018401545,7.1129767e-13,0
0.99337184,0.9961951,0.999848,0.9951142,0.9946236,1
0.14831339,0.08806592,0.010804385,0.007532469,0.43678537,0
0.89264786,0.87057513,0.94528633,0.9282513,0.9940834,1
0.8555578,0.978974,0.9552959,0.9235837,0.95879656,1
0.8568533,0.5977632,0.7217934,0.80062175,0.7964225,1
0.7065704,0.6864639,0.83916044,0.8957258,0.850861,1
0.77890295,0.8353078,0.8621794,0.91355926,0.92577547,1
0.24342504,0.6183735,0.14099903,0.050420165,0.14386512,0
0.8735581,0.72731555,0.9939732,0.9903106,0.7821267,1
0.86405456,0.6746566,0.9467039,0.96355927,0.77842367,1
0.8534081,0.6925461,0.839448,0.9164531,0.8531587,1
0.01317425,0.03204577,0.008837827,0.025333513,0.079079494,0
0.9559709,0.89642966,0.99498683,0.9914818,0.94452024,1
0.13458335,0.36899883,0.20393288,0.21169476,0.27329278,0
0.9719752,0.8971793,0.97237635,0.9824767,0.9225447,1
0.9667787,0.9649262,0.97614497,0.98411965,0.9900182,1
0.04160665,0.13177003,0.0017187864,0.0072611584,0.04049762,0
0.97699475,0.9372853,0.99635535,0.9527398,0.9988574,1
0.7898774,0.5850746,0.9198163,0.95114726,0.91971993,1
0.051738657,0.07110402,0.033910435,0.036888056,0.13644359,0
0.9247587,0.75611657,0.93378335,0.9336088,0.80467004,1
0.027308188,0.040333677,0.01814774,0.016354796,0.006035722,0
0.8968639,0.62127453,0.9437449,0.91813093,0.8732472,1
0.74551046,0.73032516,0.3438101,0.25836685,0.57416487,0
0.23856752,0.37245646,0.06160856,0.041932687,0.1527908,0
0.109024175,0.10301315,0.026239164,0.024307488,0.08317621,0
0.00022160794,2.2534368e-06,1.2938824e-05,2.2971455e-05,4.2243647e-14,0
0.17643537,0.12245299,0.024019005,0.06589429,0.25605997,0
0.0009916442,0.0003364995,0.00041201615,3.4988934e-05,1.7756352e-14,0
0.9349849,0.8382748,0.96490407,0.97950083,0.9639439,1
0.85387063,0.8102039,0.9134023,0.8966008,0.70835245,1
0.99238884,0.9711935,0.9864342,0.9938812,0.97732455,1
0.92082864,0.7742733,0.8863357,0.9625647,0.89553386,1
0.07888492,0.17317122,0.06742798,0.10881046,0.29200616,0
0.26590973,0.2915451,0.031628054,0.047087483,0.13115327,0
0.5829014,0.580125,0.27565584,0.32613567,0.3565565,0
0.00013345743,0.004104293,1.6891643e-06,1.2832564e-05,4.7381214e-05,0
0.00014528207,5.1510495e-05,1.1106738e-05,0.00018902568,0.0004662928,0
0.0005617145,0.0004352045,1.8002771e-05,0.0012739482,0.0021474457,0
0.36395362,0.845778,0.28302315,0.15940359,0.49503922,0
0.10463134,0.70195514,0.14235191,0.2237981,0.15261033,0
0.068990625,0.04531792,0.06078862,0.061072957,0.053416047,0
0.107562624,0.3618521,0.12583278,0.060872838,0.17187051,0
0.7808895,0.83550036,0.90000355,0.94149125,0.8213775,1
0.96635836,0.9638177,0.9844125,0.9921435,0.9927308,1
0.6660959,0.45459807,0.7525096,0.80906373,0.637086,1
0.75440204,0.8883227,0.9051351,0.90012115,0.7774444,1
0.22626719,0.4805022,0.13244477,0.23848927,0.34040853,0
0.008212536,0.0393077,0.041836552,0.0026601928,0.065391,0
0.94169956,0.8820592,0.94775736,0.9780921,0.8481763,1
0.6438221,0.80974084,0.8596772,0.9183749,0.8491784,1
0.9371024,0.868713,0.92363465,0.9346325,0.73729086,1
0.005573981,0.018649686,0.0023366506,0.0017072902,0.0062563275,0
0.9264032,0.85307306,0.9426762,0.9903003,0.8614766,1
0.9262705,0.8834678,0.9535742,0.98436916,0.96976715,1
0.03788789,0.11749555,0.0943558,0.0129185645,0.059869528,0
0.8465905,0.8434546,0.88826793,0.80391693,0.787423,1
0.33377814,0.029573655,0.14868721,0.077185005,0.12120601,0
0.09265173,0.04239635,0.010445062,0.0004666572,0.02936577,0
0.92387867,0.8782796,0.8852119,0.94979805,0.87266386,1
0.12596694,0.32124624,0.13394824,0.39938322,0.52791035,1
0.9086603,0.8154223,0.9484275,0.97733843,0.8176348,1
0.9855511,0.93426013,0.98578745,0.99176544,0.9721971,1
0.9030692,0.9398925,0.9810339,0.99361306,0.9233736,1
0.90754217,0.92199796,0.9471627,0.9393262,0.8618628,1
0.13964634,0.036347277,0.12001422,0.099487,0.04763557,0
0.030424478,7.737276e-06,1.2658388e-05,0.00024533298,0.05805929,0
0.9107275,0.8211164,0.97280484,0.9824501,0.8359565,1
0.011462895,0.086802445,0.0019324704,0.006676317,0.041653767,0
0.087867,0.35883635,0.012678409,0.049158886,0.12566121,0
2.6925536e-05,2.1121885e-07,7.7182777e-10,2.821551e-07,1.2517778e-20,0
0.008543074,0.03793308,0.001744594,0.011229662,0.06790994,0
0.27196574,0.44659665,0.13753635,0.09754715,0.4017532,0
0.92273325,0.85858,0.98185724,0.9782601,0.8624586,1
0.40093416,0.5321875,0.34320313,0.41582736,0.39762565,0
0.19281274,0.18401983,0.04401697,0.010544194,0.20550759,0
0.005591794,0.1773999,0.0034914315,0.0019176351,0.00044884367,0
0.7747432,0.6811449,0.84564817,0.86754,0.7014397,1
0.014598669,0.011086209,0.0044611185,0.0060571777,0.0081301555,0
0.92417854,0.9521695,0.9533893,0.96664953,0.9953186,1
0.34403095,0.6301834,0.114855595,0.11856727,0.23389031,0
0.07476917,0.37791133,0.06128179,0.05543993,0.45774862,0
0.5181448,0.39758623,0.36505547,0.37904245,0.30552354,0
0.97262156,0.8887962,0.9857094,0.99607307,0.98286635,1
0.92737156,0.87818015,0.96574765,0.98446214,0.91083765,1
0.93233454,0.8068216,0.9289262,0.96459985,0.89630276,1
0.00028364934,0.00079013704,1.4950967e-05,0.00046454457,7.578289e-05,0
0.22422369,0.19946429,0.0761136,0.06635771,0.031335812,0
0.20536947,0.15277839,0.056552183,0.012605741,0.104589224,0
0.94811714,0.85426414,0.9505535,0.9419916,0.9599629,1
0.04334461,0.0674414,0.020684896,0.0020861183,0.08574337,0
0.007644029,0.030548014,0.0012169454,0.0036443868,0.06304982,0
0.40492165,0.6973051,0.3418757,0.34959286,0.3112728,0
0.798214,0.7984001,0.842243,0.9131911,0.62862414,1
0.009753217,0.05704695,0.0026287418,0.025757495,0.027860614,0
0.13602678,0.018586995,0.08940882,0.0077059986,0.14368612,0
0.7745196,0.5130716,0.804119,0.8088536,0.7947586,1
0.61765236,0.27954698,0.76651984,0.7970675,0.9189564,1
0.09338583,0.028915875,0.0058319625,0.012819917,0.0014078906,0
0.7428987,0.55483234,0.6664837,0.6960981,0.8273209,1
0.055256534,0.050455257,1.6075672e-06,2.9874534e-05,0.00036887295,0
0.6536418,0.6186947,0.22299628,0.18733756,0.14494106,0
0.7851035,0.8635769,0.8385079,0.95870847,0.8498551,1
0.71992135,0.8690261,0.7548896,0.798262,0.6919178,1
0.42988062,0.9039085,0.26866892,0.1484179,0.7377739,0
0.6748489,0.7595773,0.79734105,0.8883826,0.66166383,1
0.99243355,0.9965822,0.99398625,0.99592197,0.9993832,1
0.83782345,0.66591835,0.7243102,0.68870866,0.8280062,1
0.25106907,0.40035668,0.077769436,0.15627009,0.26051414,0
0.9347165,0.7298882,0.8624173,0.86128646,0.9338504,1
0.23179254,0.20927496,0.035096258,0.050543327,0.44422764,0
0.46457922,0.4993635,0.11275333,0.032761592,0.17320319,0
0.8368439,0.49850696,0.7967405,0.90172887,0.6641544,1
0.34132054,0.7171703,0.13282919,0.053592492,0.92414343,0
0.939711,0.79805005,0.9165515,0.90659255,0.91830915,1
0.98377883,0.92851484,0.99069524,0.9856011,0.9851828,1
0.88961726,0.33750516,0.87727195,0.94480765,0.88124925,1
0.062364142,0.08010067,0.026281755,0.0035746167,0.02491318,0
0.00031965034,0.00069102104,2.6902977e-05,3.1205393e-05,0.0005374938,0
0.013329517,0.013958467,0.008286864,0.01987089,0.0028229307,0
0.56713486,0.25879523,0.82423866,0.8542608,0.37689793,1
0.0006304799,0.005255433,0.0032988645,0.013231616,0.014988678,0
0.14377867,0.10237577,0.12586051,0.07180463,0.08122135,0
0.20108122,0.12589252,0.011144218,0.05684047,0.17977734,0
0.3633858,0.564815,0.052338954,0.024432255,0.756012,0
0.30918878,0.13573629,0.3227906,0.3891811,0.2340525,1
0.92207885,0.83128333,0.98054713,0.98672044,0.9879369,1
0.00014415261,0.0014473364,0.00012758594,0.00014202514,4.304721e-06,0
0.120946765,0.056940697,0.07491006,0.061499078,0.16601488,0
0.5194503,0.5326101,0.8677388,0.9085739,0.76920944,1
0.82486075,0.55231553,0.89465135,0.9262405,0.79846275,1
0.9427541,0.8904468,0.9872557,0.99191815,0.9739518,1
0.19156869,0.12248412,0.12364066,0.022175144,0.09533938,0
0.14544629,0.061972532,0.09573746,0.047116272,0.034871753,0
0.79963505,0.47942382,0.75818324,0.79184574,0.69423294,1
0.4707004,0.7486703,0.8060925,0.78980565,0.5421569,1
0.1287346,0.18603563,0.58073336,0.46815473,0.14326784,1
0.71833324,0.19726224,0.8781967,0.864718,0.5966712,1
0.7848452,0.71453506,0.9384133,0.96054846,0.7901981,1
0.8575147,0.77779627,0.9128261,0.963388,0.9157146,1
0.92886627,0.9254897,0.96537626,0.987882,0.96533716,1
0.9839829,0.97752327,0.97702765,0.9883456,0.98783696,1
0.7235137,0.60405314,0.8645526,0.84629184,0.8228189,1
0.11614355,0.03688115,0.076623864,0.042150244,0.25334084,0
0.03686371,0.06048058,0.12742929,0.018865025,0.047915533,0
0.44739032,0.334599,0.07363972,0.036188778,0.22803834,0
0.19837758,0.2948936,0.061782897,0.011839015,0.50027597,0
0.9732116,0.926237,0.97735775,0.97936785,0.9518177,1
0.99764806,0.9963141,0.99905485,0.99906886,0.9943797,1
0.08039054,0.053877812,0.061664782,0.042033106,0.45185634,0
3.4825624e-07,2.6340955e-05,0.001671701,5.7151847e-06,1.6699801e-11,0
0.89798695,0.8118774,0.8555522,0.91751647,0.86818683,1
0.0050199926,0.0053812764,0.0019947886,0.00112598,0.0169075,0
0.13674858,0.23044091,0.10897671,0.051517393,0.1541016,0
0.9986992,0.9960699,0.99967223,0.9998809,0.8674904,1
0.98996735,0.99128824,0.99962413,0.997681,0.9609394,1
0.11734259,0.2813183,0.13431649,0.14006606,0.103313275,0
0.044268094,0.09094618,0.046545923,0.08310831,0.07082991,0
0.014872323,0.02886198,0.014979866,0.007508879,0.025235659,0
0.9620728,0.90011144,0.82118416,0.93156534,0.88989466,1
0.90358293,0.8914996,0.99011725,0.99521774,0.95291674,1
0.9834198,0.9516042,0.99313354,0.9988111,0.9901075,1
0.8302296,0.67018384,0.95094776,0.94932294,0.8717054,1
0.09938448,0.1850757,0.04334782,0.066525795,0.0638196,0
0.98999494,0.9943819,0.9983278,0.9807406,0.989427,1
0.025605842,0.03014966,2.2639078e-05,0.0015214636,0.018060569,0
0.27257845,0.48476163,0.17284548,0.16457903,0.3420828,0
0.78012466,0.46455637,0.9070321,0.90396166,0.47563732,1
0.003642145,0.103999585,0.00038736608,0.0054840394,0.10587432,0
0.013304206,0.18100296,0.046367157,0.007926545,0.102539875,0
0.40036723,0.40284708,0.045184176,0.1113984,0.4550006,0
0.012904069,0.035513923,0.013232507,0.014137174,0.14223754,0
0.05051775,0.079433925,0.007584323,0.0043375622,0.43067232,0
0.9400763,0.8599096,0.9381682,0.9504488,0.88596714,1
0.89973325,0.9955409,0.9752144,0.9845099,0.92410475,1
0.20557843,0.2554595,0.051167052,0.03982583,0.1914366,0
0.73689365,0.7734048,0.8691461,0.94594073,0.9204391,1
0.26079375,0.2912526,0.25053278,0.16143425,0.40482324,0
0.7459488,0.65628713,0.45765254,0.572708,0.62621665,1
0.05553843,0.31085026,0.05077002,0.059812095,0.1971599,0
0.63521296,0.51601034,0.03215129,0.004309641,0.45661443,0
0.66132236,0.5344841,0.47318256,0.5408996,0.74475276,0
0.8187527,0.80750924,0.87167823,0.9436345,0.8768784,1
0.9786021,0.93267226,0.98551035,0.9950618,0.9877396,1
0.9053307,0.9248568,0.9110455,0.95437795,0.9386485,1
0.06355425,0.55827534,0.046662066,0.046862677,0.6205888,0
0.770542,0.74465996,0.8444979,0.92649776,0.8517077,1
0.7811341,0.75360054,0.8527495,0.8463189,0.7091479,1
0.17626819,0.32901096,0.04202953,0.06676137,0.10990233,0
0.8872613,0.8811577,0.9589077,0.9532234,0.74796194,1
0.46963406,0.37146604,0.518487,0.4811213,0.36158466,1
0.96864945,0.9496544,0.99808323,0.9981717,0.9978727,1
0.17292948,0.19292164,0.12473366,0.058493968,0.34659836,0
0.0578719,0.079863176,0.016793905,0.006002181,0.13040555,0
0.7358795,0.7359221,0.5516214,0.7176701,0.47289342,1
0.04740308,0.037990402,0.024892258,0.02017796,0.010240446,0
0.053500798,0.23505929,0.07186446,0.14969353,0.1896528,0
0.15643123,0.15428193,0.046874564,0.007595643,0.23496762,0
0.01585361,0.07575283,0.0033783037,0.007167259,0.04639395,0
0.09067536,0.13876274,0.046622206,0.016265936,0.049591463,0
0.550428,0.5856264,0.5404129,0.42161912,0.33555493,0
0.9807273,0.9866887,0.93987477,0.899636,0.98322093,1
0.8065745,0.78943574,0.89490706,0.89525557,0.78525805,1
0.78983235,0.770578,0.89430106,0.9607201,0.92886674,1
0.89277834,0.745117,0.9246516,0.9535343,0.88555676,1
0.37481388,0.4132746,0.031123666,0.018561061,0.18209653,0
0.5396423,0.38118157,0.35972652,0.21924345,0.3578312,0
0.97964144,0.9910759,0.99255776,0.99589074,0.5722358,1
0.8072379,0.7516308,0.87890226,0.8940246,0.8653338,1
0.022881871,0.14187612,0.031415533,0.014261763,0.16087233,0
0.010077554,0.029609112,0.0035204934,0.0035562213,0.03184889,0
0.7672128,0.8676016,0.909147,0.91874313,0.835117,1
0.9056953,0.8537714,0.90202105,0.91059905,0.8003914,1
0.82855505,0.8620873,0.99698645,0.989012,0.9882033,1
0.9299261,0.901983,0.9535899,0.96687585,0.91827166,1
0.017531449,0.21929424,0.049054004,0.025861729,0.04559191,0
0.9843604,0.8874995,0.99467963,0.99860233,0.988745,1
0.11374374,0.1428037,0.040793795,0.021921882,0.1104722,0
0.008194348,0.06709242,0.010637385,0.0030462923,0.14041638,0
0.263824,0.5125026,0.39725703,0.47469237,0.5357763,0
0.98006094,0.88909316,0.96143824,0.9797807,0.97571087,1
0.84843254,0.8797571,0.6021356,0.77479345,0.9091824,1
0.79240704,0.6616999,0.66713697,0.7730911,0.7245504,1
0.7442748,0.69148874,0.9696075,0.9474342,0.423405,1
0.91975147,0.95011,0.9593307,0.9716511,0.9403664,1
0.07617713,0.07753607,0.022619741,0.015833385,0.04085165,0
0.06167534,0.23672874,0.059803776,0.10071295,0.29203793,0
0.08678501,0.25422075,0.058054313,0.08840451,0.11190303,0
0.24424766,0.7039697,0.14387818,0.12012127,0.42251638,0
0.34200358,0.6896691,0.10192657,0.24871448,0.3427924,0
0.9089448,0.81957865,0.88213575,0.80643874,0.85705036,1
0.7300869,0.6630141,0.9061142,0.8896768,0.756251,1
0.09079672,0.11317692,0.091854826,0.06068934,0.2577292,0
0.39943746,0.71486616,0.29825145,0.5331802,0.6044469,0
6.3940504e-05,2.2453803e-05,0.0008975847,0.0013400723,4.0209987e-05,0
0.0010956858,0.0059299394,0.002023498,0.0015139487,0.00028934673,0
0.8929457,0.8507157,0.932467,0.9152041,0.8286951,1
0.024226986,0.0763335,0.0646214,0.05099599,0.041212294,0
0.035575695,0.009704626,0.0031926318,0.005785285,0.0020014017,0
0.013735025,0.037017673,0.0021028176,1.748579e-05,0.0005830334,0
0.02067924,0.033285245,0.0013869029,0.00071553374,0.022343438,0
0.9614887,0.89389324,0.96534,0.96608514,0.9221412,1
0.99838805,0.998066,0.99988854,0.9999459,0.9959431,1
0.7517732,0.6700942,0.69684833,0.8284123,0.7601343,1
0.0030948,0.029249419,0.0026429747,0.006486168,0.007841177,0
0.96969944,0.9133107,0.98732996,0.9920472,0.93671805,1
0.8465338,0.83242375,0.34734634,0.33361667,0.40890917,0
0.035812005,0.039536987,0.035406187,0.0157435,0.01269111,0
0.65780914,0.31174615,0.8369066,0.8572512,0.9352764,1
0.9876266,0.9698247,0.9980538,0.9975823,0.9865572,1
0.9778716,0.8416674,0.9010803,0.9794925,0.9477029,1
0.55734545,0.6284982,0.6895409,0.77395517,0.7318596,1
0.09833204,0.3568996,0.044156425,0.03183954,0.2284568,0
0.6293755,0.6932515,0.9454085,0.9720856,0.79113644,1
0.9301015,0.9737423,0.998334,0.99499124,0.5198782,1
0.47299543,0.642917,0.5645316,0.63170475,0.8008069,1
0.9590578,0.9729041,0.9954121,0.9945953,0.99800795,1
0.73704654,0.5024,0.8159294,0.90656894,0.76690227,1
0.025626758,0.09760275,0.014488973,0.015552515,0.033954505,0
0.05562202,0.25122446,0.088198364,0.11141255,0.21404456,0
0.9825918,0.9386171,0.9903758,0.9969305,0.92642164,1
0.9282978,0.8239854,0.90866566,0.94287825,0.8782474,1
0.98233736,0.89859414,0.99316156,0.99463564,0.9886579,1
0.95646614,0.9422137,0.98209405,0.99008924,0.9864268,1
0.001220715,0.009191865,0.0001187685,0.0005021098,0.0006542837,0
0.8555881,0.7933754,0.78038365,0.634093,0.7492307,1
0.019789256,0.01840586,0.01672501,0.012081186,0.16837013,0
0.9318624,0.86390036,0.91114026,0.9073234,0.94440895,1
0.07648599,0.0634774,0.017089235,0.0664757,0.22521086,0
0.9686557,0.8491361,0.9953795,0.9991066,0.96161675,1
0.48225245,0.4537643,0.79276484,0.89855283,0.88545924,1
0.90003145,0.77882874,0.9570215,0.97797805,0.9300918,1
0.998749,0.99930453,0.9999976,0.99999654,0.9978301,1
0.056284897,0.17616083,0.02152651,0.020124339,0.076202005,0
0.66047734,0.55792826,0.723491,0.5455989,0.6016263,1
0.9393109,0.88962936,0.95261115,0.92153895,0.96462417,1
0.17311317,0.26920426,0.021123813,0.023761222,0.4304954,0
0.0246133,0.041208435,0.0045090863,0.0014615894,0.021955298,0
0.7776123,0.48520806,0.63505465,0.76687753,0.8847925,1
0.95902646,0.91299033,0.9773756,0.98795515,0.9744649,1
0.048111934,0.009745111,0.16545372,0.24533871,0.19367635,1
0.026809264,0.13493325,0.012783008,0.023779718,0.14836635,0
0.7206958,0.6591993,0.1788302,0.062782206,0.60139555,0
0.37886336,0.48308,0.2063116,0.26238889,0.37868387,0
0.316169,0.22167398,0.07899825,0.032682117,0.23840056,0
0.9049001,0.90620244,0.93145806,0.9528583,0.8658881,1
0.9333127,0.83437335,0.9838777,0.97257876,0.929487,1
0.020505587,0.056534957,0.012677651,0.0058901943,0.09946654,0
0.4372688,0.60823524,0.24817668,0.13948464,0.18034098,0
0.00042602056,0.00079823233,7.7693614e-05,0.0007822463,0.0007848361,0
0.9866117,0.99726033,0.99452585,0.99631435,0.97110546,1
0.58485377,0.8584675,0.69557697,0.7237032,0.8759309,0
0.12550919,0.11209978,0.052138183,0.009964962,0.18201865,0
0.9824781,0.95084083,0.9934962,0.9973672,0.9898988,1
0.9494503,0.8558698,0.96598536,0.98981595,0.9332499,1
0.6341765,0.73644716,0.7105771,0.7846779,0.6835712,1
0.072697535,0.054763854,0.024856705,0.03883398,0.11191331,0
0.4537129,0.40244263,0.3193091,0.2814843,0.16353537,0
0.94054055,0.9215408,0.98489964,0.98899823,0.97839963,1
0.8908816,0.80033904,0.9533286,0.9686905,0.90951127,1
0.86680055,0.7502794,0.8599122,0.91175073,0.873853,1
0.12348851,0.28649724,0.11117496,0.043567922,0.14718461,0
0.5257817,0.19895919,0.75763434,0.87990576,0.7526305,1
0.8985646,0.90833676,0.8309926,0.9487136,0.9084485,1
0.8807103,0.698188,0.96550494,0.9624663,0.8256229,1
0.57345086,0.633791,0.6007859,0.38778657,0.41004047,0
0.0015784589,0.02393063,7.813093e-05,0.0005569856,0.020096,0
0.4897567,0.31551906,0.27516297,0.07380711,0.3778857,0
0.7467624,0.5963848,0.7823808,0.8734122,0.78998744,1
0.11668789,0.101086326,0.119268924,0.3307724,0.13331263,0
0.6911659,0.5101068,0.80941063,0.94350904,0.90325737,1
0.9209101,0.70439863,0.9784251,0.9842195,0.95925134,1
0.48190066,0.4219505,0.18510038,0.1950392,0.5289599,0
0.9843522,0.9967636,0.99724233,0.99879646,0.8237851,1
0.00046423366,0.002962657,0.00029974233,0.0008022931,0.0021225912,0
0.9587214,0.72526914,0.95178777,0.9359222,0.9182304,1
0.16302621,0.053257205,0.08419197,0.010071153,0.062030435,0
0.9413821,0.8100513,0.8578595,0.97694904,0.88725674,1
0.99465084,0.98521,0.98713034,0.977792,0.6542763,1
0.049881622,0.24951297,0.002517678,0.00096418883,0.35184753,0
0.7879366,0.67753905,0.92633665,0.9118378,0.8462717,1
0.86754453,0.8138814,0.94609797,0.93860304,0.96924263,1
0.99522245,0.9685649,0.99808586,0.99587387,0.9949277,1
0.027766,0.11061445,0.033571787,0.0045509436,0.009141423,0
0.92285013,0.60150456,0.9912608,0.95592433,0.80096555,1
0.041550957,0.15365282,0.012633666,0.021558521,0.22922951,0
0.00012998124,0.0073624686,0.00097410975,0.0009829295,1.5673267e-11,0
0.872093,0.81551003,0.85430735,0.9263961,0.856565,1
0.85372317,0.71762276,0.7743182,0.7990007,0.8652882,1
0.32973272,0.37561658,0.4474655,0.44141367,0.24271505,0
0.0139206415,0.04833528,0.02017074,0.011976532,0.020458171,0
0.9251981,0.89036566,0.98250055,0.96882546,0.96425015,1
0.9786051,0.8489906,0.9889136,0.98756754,0.9597589,1
0.34464872,0.34294036,0.73644936,0.8115049,0.7007899,1
0.0027205984,6.7698486e-05,0.0029380652,0.012500073,0.0084322,0
0.92192817,0.8637855,0.9226274,0.93622524,0.79609203,1
0.9992631,0.99991524,0.99999774,0.9998188,0.9999944,1
0.072178215,0.07531131,0.016885173,0.027765777,0.16815522,0
0.2067025,0.2526243,0.054598946,0.038442284,0.2808606,0
0.047154065,0.2545893,0.040111046,0.057280116,0.2559891,0
0.067457095,0.049160108,0.039658356,0.032457784,0.07935835,0
0.71604,0.6498948,0.93408155,0.9327264,0.7529973,1
0.30799022,0.53403497,0.031259302,0.044132285,0.32115775,0
0.9468857,0.85051507,0.9345848,0.98419756,0.9838516,1
0.65392065,0.40715533,0.78366035,0.8670219,0.45735592,1
0.35924026,0.73772,0.3463028,0.29514283,0.60830426,0
0.9170685,0.52900016,0.99388343,0.99103117,0.98815733,1
0.39217848,0.95799613,0.10221619,0.080528975,0.08859718,0
